lyrics,feelings
miro dices solo miro atras toco dice anormal pretendes jamas jamas olvide deseo carnal entiendes aca cuerpo derroche trasero sobrenatural enfermas noche tranquilizar podre cambiar podre cambiar lento miro mañana podre cambiar podre cambiar lento muerdo bajo espalda supongo bella personalidad espero poderte ver tener babear hey cuerpo derroche trasero sobrenatural enfermas noche tranquilizar podre cambiar podre cambiar lento dices demente podre cambiar podre cambiar lento lamo bajo vientre podre cambiar podre cambiar lento asalto mañana podre cambiar podre cambiar lento muerdo bajo espalda cuerpo derroche trasero sobrenatural enfermas noche tranquilizar intento veces ser angel guardian dificil jamas nunca luchar natural cuerpo derroche trasero sobrenatural enfermas noche tranquilizar podre cambiar podre cambiar lento dices demente podre cambiar podre cambiar lento lamo bajo vientre podre cambiar podre cambiar lento prendo espalda podre cambiar podre cambiar lento muerdo labios podre cambiar podre cambiar lento encata ser indecente podre cambiar podre cambiar lento aplasto senos podre cambiar podre cambiar lento falta falta podre cambiar podre cambiar lento ah boca ahi voyyou might also like,"negativo, tristeza, miedo"
contributorsthis song is an instrumental,"positivo, ira, anticipacion"
hoy recibi señal ave azul tan intenso recuerdo amabas asi hoy calle senti alguien nombre grito tan intenso casi sueño llamabas asi frio sale envuelve muero amor hoy manos soñe pude dormir tan intenso recuerdo abrazabas asi quizas estes junto quizas vuelva ver tan intenso recuerdo vida recuerdo vida you might also like,"positivo, negativo, ira"
bella mañana dia vida balcon mire pasar temor abrumo mientras caminabas diste sonrisa ilusion llego preguntar amor callado nacio senti dolor borraba andaba triste solo mañana … vi amor pasar frente quise gritar deje ir… nuevo ventana vi pasar prisa mientras temblaba ansiedad favor hazme adios nuevo amor nunca podre olvidarlo miraste ventana flor tiraste portal exploto corazon nunca mas pasaste casa quedo dos mañanas you might also likea veces veo haces adios bajo corriendo ilusion nunca supe nombre venia olvide jamas amor real amor senti dolor regresaba amor enloquecia devoraba viajes cosas pasadas solo llevo dentro aquellas dos mañanas si verdadero existe ahora alma solo recuerdo dos mañanas dos mañanas…,"positivo, alegria, anticipacion"
manejaba auto dice amor pon volumen mas alto excita cancion agacho mano pie piso acelerador dientes abrio botones pantalon lengua baila rock español lengua baila rock español cabeza rebota auto llega cien siempre ocurre sitios deben ser movimiento radio cambio estacion paro grito sigo si rocanrol lengua baila rock español lengua baila rock español velocidad aqui tan loco quiero parar falta yendo villa noventaiseis señora peaje pregunta si siento bien bien amiga disculpe puedo hablar mas si bajo ventana chica podria enfriar you might also likesu lengua baila rock español lengua baila rock español velocidad aqui tan loco quiero parar falta velocidad aqui tan loco quiero parar falta,"negativo, ira, miedo"
veo calles silencio oye lejos ruido mar noche blanco vida ¿que sera nunca ocurre mas detengo ver momento solo abraza soledad noche blanco mentiras ¿que sera solo quiero despertar noche empieza sol retiro historia comienza ausencia amor destrozo cabeza placeres dolor lagrima espera esperara miro espejo tranquilizo viendo ciudad busco adormecer pensamiento ¿me hallaran puedo calcular you might also likecuando sentado silencio hablando conmigo nadie mas gota alegria caera placer irreal noche empieza sol retiro historia comienza ausencia amor destrozo cabeza placeres dolor lagrima espera queda valor vivo entiendo perdiendo oscuridad facil darle vida ¿llegara si entenderan ¿que sera solo pienso despertar noche empieza sol retiro historia comienza ausencia amor destrozo cabeza placeres dolor lagrima espera queda valor,"negativo, positivo, miedo"
noche sangrando herida corazon mujer mato alma pues injustamente abandono puedo parar llanto corazon siento solo dolor puedo parar llanto corazon morir amor seguir vivo existe tortura peor quiero entender destino si mensaje dolor puedo parar llanto corazon siento solo dolor puedo parar llanto corazon mujer destrozado oscuridad oscuridad oye amigo puedo caminar oscuridad oscuridad llevame lejos pueda olvidar despojo victima mas amor mujer nublo mente veo alrededor you might also likey puedo parar llanto corazon siento solo dolor puedo parar llanto corazon mujer destrozado oscuridad oscuridad oye amigo puedo caminar oscuridad oscuridad llevame lejos pueda olvidar oscuridad oscuridad mujer aniquilado puedo parar llanto corazon siento solo dolor puedo parar llanto corazon mujer destrozado oscuridad oscuridad oye amigo puedo caminar oscuridad oscuridad llevame lejos pueda olvidar oscuridad oscuridad mujer destrozado ¿por amor siempre rompe nunca rompe dolor divierten miran intentan apagar dolor divierten miran intentan apagar dolor oscuridad oscuridad oscuridad corazon noche divierten miran intentan apagar dolor,"tristeza, negativo, miedo"
contributorsthis song is an instrumental,"positivo, ira, anticipacion"
niños enamoran cierto niño entregue vida vi vez belleza celestial acompañando mama vio sonrio corriendo madre dijo asi vida amor instantes mas marcan eternidad tan solo instantes perdoname puedo explicar comprende enseñeme nuevo respirar vi jardines juegos luego cafeteria flor iba regalar irse vez mas debo irme bus saliendo miro ventanilla salio corriendo hacia portal haciendo adios final quiero tener manos aire quiero entender aquello verdad quiero ser sol cae tarde queriendo ver you might also liketan solo instantes perdoname puedo explicar quiero tener manos aire quiero entender aquello verdad tan solo instantes enseñeme nuevo respirar,"positivo, alegria, anticipacion"
nunca tire migajas camino ahora señales volver segui corazon arruine destino oh oh destrozado mujer dormir sueño lugar despertar veo verdad nunca habia amado nunca habian jugado amarme asi brujula amor llevo tinieblas ah ah pensar olvide dormir sueño lugar despertar veo verdad sufrir dolor hace delirar quiero elevarme ponerme volar ponerme volar ponerme volar ¿donde estan llaves mundo nuevo dime puerta puedo ver corazon rompen frenos oh oh gusta ninguna mujer you might also like dormir sueño lugar despertar veo verdad sufrir dolor hace delirar quiero elevarme ponerme volar dormir sueño lugar quiero elevarme ponerme volar ponerme volar quiero ponerme volar,"positivo, negativo, confianza"
tiralo pedro encantabas marilo lalala lalalalala peru pa españa niño lalala lalalala lalala conexion sabor ¡tiralo quiero hoteles salir copas quiero besos besos valor quiero cuerpo fin semana quiero sexo solo quiero amor marilo hoy llama corazon hoy llaman sentimientos necesito sensacion sensacion inocente sensacion tenerte marilo marilo marilo hoy llamo montaña rusa retrocede amor pequeñito oh oh alta dabamos besos ascensor oh oh oh encantabas marilo hoy llama corazon hoy llamo hoy llaman sentimientos sentimientos amor necesito sensacion sensacion inocente sensacion tenerte marilo solo sueño marilo quisiera verte vez hoy llaman sentimientos llaman llamo hoy llama corazon corazon quiere amor corazon quiere amor sola pa sola canto alma temor lola puede mover cola marido mujer rompas ola amanecer vida engaña piensas creces termina infancia mejor compre guitarra volvi bandido conoci mujeres vida cambio ¿donde marilo hoy llama corazon hoy llama hoy llaman sentimientos sentimientos necesito sensacion marilo solo sueño marilo sueño contigo amor hoy llaman sentimientos hoy llama corazon montaña rusa va hacia atras vida retrocede you might also like,"positivo, alegria, anticipacion"
hoy desperte fantasia debo contar hacer amor bailar movernos bien dos frente espejo hum parar tan solo deseo explotar uuuh uu ven muevete bien quiero vez hacer amor bailar bailar bailar vez siento placer placer moverte na na quiero mezclar ritmo movimiento corporal espasmo sobrenatura uuuh puedes decir solo pretendo impresionar mata curiosidad uuuh debes tener tranquilidad olvidate gente va molestar you might also like bailar bailar vez siento placer placer moverte naa oh oh bailar bailar vez placer placer moverme naa na jajaja crees loco fondo encanta encanta encanta encanta encanta luz quiero recuestes algun sofa fin poderte desnuda ar uuuh asi calatita hey sientate muevete bie quiero vez hacer amor bailar bailar bailar vez siento placer placer moverte naa na oh oh bailar bailar vez placer placer moverme naa na oh oh bailar bailar vez siento placer placer moverte naa na oh oh bailar bailar vez placer placer moverme naa na oh oh bailar bailar vez placer placer moverme,"positivo, negativo, alegria"
contributorsthis song is an instrumental,"positivo, ira, anticipacion"
contributorsthis song is an instrumental,"positivo, ira, anticipacion"
siempre ud quiera maestra particular aprendi escuela hoy ud debe repasar esfuerzo ser lumbrera debo concentrar ver bellas piernas vuelvo ser animal querida maestra querida profesora ud habla labios voz tan sensual rodillas van matando puedo continuar querida maestra uh querida profesora uh querida maestra uh querida profesora quiero darle beso amor dibujarle gran corazon pasado media hora puedo estudiar solo quiero mirarla toda intentarla conquistar you might also likemi querida maestra uh querida profesora uh querida maestra uh querida profesora quiero darle beso amor dibujarle gran corazon quiero darle lecciones amor pequeño pasion quiero sepa dia voy controlar van crecer conocimientos ud resistira querida maestra uh querida profesora uh querida maestra uh querida profesora quiero darle beso amor dibujarle gran corazon quiero darle lecciones amor pequeño pasion querida maestra vamos cuarto quiero enseñarte quiero ser maestro,"positivo, alegria, confianza"
ves toda gente despierta ventana abierta pienso suicidar ayer solo cosas repentinas si olvidas puede continuar acoste tres mañana vivir vueltas cama pude relajar diras dos crecido madurar libro nunca podre encontrar hoy nunca llovera solo corazon siento mañana vida cancion you might also like sufri hoy sigo sufriendo lamentos molestan demas sera motivos canses amigo sobrellevar hoy nunca llovera solo corazon siento mañana vida cancion asi gente siempre engaña siempre rien hablan rara soledad cuido testigos cargas contigo siempre callaras llevo conmigo nunca acabara creimos sienten demas vivimos algun dia explotara,"anticipacion, positivo, miedo"
despertado mañana llanto contengo decidimos terminar romper dificil actuar si sentimientos volvernos entregar cuerpos asi creimos juego termino envolviendo aceptare nadie controla alma alma controla cuerpo anda calma desesperes procura hacer ruido si llorar procura matar alguien confesiones puedo impedir quieras hablar miradas cruzaban sentiamos inmenso supimos controlar amor crecimiento puedo suspirar supone secreto verdad puedo mas contenerlo asi creimos juego termino envolviendo aceptare nadie controla alma alma controla cuerpo anda calma desesperes procura hacer ruido si llorar procura matar alguien confesiones puedo impedir quieras hablar si vida encontramos emocion tan bella tan verdad ruego nunca lamentes sueño ambos despertar amor nunca vano aunque tarde temprano sufrira lagrimas noches ambos lloramos amor eterno volveran si algun dia vemos sentimos manos quieren chocar digas si alguien si besar amas nunca pecaryou might also like,"positivo, negativo, tristeza"
miedo da amor momento ¿como incendio puede llenar corazon pierde paz pensamiento ¿como va quizas entiendo tan solo siento va acabar ¿no sera error ciego sentimiento uh uh uh modo debe haber modo hacer eterna primera vez modo debe haber modo sentir besos vez ¿que busco quiero aburrimiento dicen tiempo veloz va amor va tiempo uh uh pues cada vez voy conociendo siento muero tocarte mas obsesion siempre llega vencimiento uh uh uh modo debe haber modo hacer eterna primera vez modo debe haber modo sentir besos vez ¿acaso acabar amor ahora siento ¿esta pasion verdad ¿o solo nuevo soledad fria viento solo intento poder realizar toda pasion sera edad sera tiempo uh uh uh modo debe haber modo hacer eterna primera vez modo debe haber modo sentir besos vez modo debe haber modo hacer eterna primera vez modo debe haber modo sentir besos vezyou might also like,"anticipacion, positivo, alegria"
